N›;IES;PROGRAMA;MFD001A;MFD001B;MFD001C;MFD001D;MFD001E;MFD001F;MFD001G;MFD001H;MFD001I;MFD001J;MFD001K;MFD001L;MFD002A;MFD002B;MFD002C;MFD002D;MFD002E;MFD002F;MFD002G;MFD002H;MFD002I;MFD002J;MFD002K;MFD002L;MFD002M;MFD002N;MFD003A;MFD003B;MFD003C;MFD003D;MFD003E;MFD003F;MFD003G;MFD003H;MFD004A;MFD004B;MFD004C;MFD004D;MFD004E;MFD004F;MFD004G;MFD004H;MFD004I;MFD004J;MFD004K;MFD004L;MFD004M;MFD005A;MFD005B;MFD005C;MFD005D;MFD005E;MFD005F;MFD006
267;7;Normalista;1;2;2;1;1;1;1;1;1;1;1;1;3;1;5;1;1;2;1;1;1;2;1;1;1;2;2;2;1;5;3;1;2;2;1;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;3
268;7;Normalista;6;5;6;5;6;6;6;5;5;1;6;6;4;6;5;4;5;5;6;6;5;4;6;5;6;6;4;4;6;5;2;4;6;2;4;4;4;4;3;4;4;4;4;4;3;4;4;6;6;6;6;5;6;4
269;7;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
270;7;Normalista;5;2;6;6;5;6;5;4;5;1;6;6;3;6;2;4;5;2;6;6;4;2;6;6;5;6;4;5;3;3;3;6;6;4;4;4;3;4;3;2;4;3;4;3;3;3;3;6;6;6;4;6;5;3
271;7;Normalista;6;6;6;6;6;6;6;4;6;1;6;4;4;6;1;4;6;6;6;5;4;1;6;6;5;6;1;1;5;1;2;6;6;1;4;4;4;4;4;4;3;4;4;4;4;3;4;6;5;5;6;6;6;4
272;7;Normalista;6;6;5;6;6;5;5;5;6;1;6;5;4;5;1;5;5;5;5;4;4;2;5;4;5;5;4;4;5;3;4;5;6;4;2;3;3;2;3;2;2;3;3;2;3;3;4;4;4;5;5;5;4;3
273;7;Normalista;1;5;3;5;2;4;1;3;4;1;5;4;6;5;1;5;6;5;6;4;5;4;6;5;4;4;3;4;4;4;1;4;2;3;2;3;4;3;4;2;3;2;4;2;2;3;2;5;4;4;5;4;5;4
274;7;Normalista;2;2;2;1;3;2;1;1;2;1;2;2;4;2;4;4;4;2;2;2;4;3;2;2;2;2;2;2;3;1;3;5;4;2;1;2;2;2;3;1;2;2;1;2;1;2;2;2;2;3;2;1;1;3
275;7;Normalista;1;2;2;2;2;3;3;3;3;1;2;2;3;2;3;1;1;2;1;1;3;3;4;2;2;3;2;3;2;1;2;3;3;3;3;1;1;2;1;1;2;1;2;1;2;3;2;1;3;3;3;3;3;3
277;7;Normalista;1;1;1;1;2;3;3;2;4;1;2;2;3;2;4;4;2;3;1;1;3;4;3;3;3;1;4;4;4;3;6;2;3;4;1;1;1;1;1;1;1;1;2;2;1;1;1;3;3;2;2;2;2;3
278;7;Normalista;3;2;2;2;3;2;3;2;3;1;3;2;4;4;5;5;3;5;1;2;5;6;3;2;4;1;5;6;4;6;6;6;4;6;2;3;3;3;3;3;2;2;3;1;1;1;3;4;3;3;4;2;3;3
280;7;Normalista;4;4;4;4;5;4;5;5;5;1;5;4;4;4;4;4;5;4;4;5;4;4;4;5;5;5;4;3;3;3;3;4;4;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;3
281;7;Normalista;5;5;4;3;5;4;4;4;4;1;4;4;4;4;3;3;4;3;3;4;3;4;3;3;3;4;4;2;2;3;2;2;5;2;3;3;3;4;3;3;3;3;3;3;3;3;4;3;3;3;4;4;4;3
282;7;Normalista;2;1;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;2;2;1;2;1;1;1;2;1;2;1;2;1;2;1;2;1;2;2
283;7;Normalista;3;6;6;4;6;5;5;6;6;1;6;6;3;6;1;1;6;1;6;6;3;6;6;6;6;6;3;6;5;3;1;1;6;4;3;4;4;4;4;4;4;4;4;4;4;4;4;6;4;4;6;5;6;4
284;7;Normalista;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;2;2;2
285;7;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
286;7;Normalista;6;6;5;1;5;5;5;5;5;1;5;6;6;5;6;5;5;5;5;5;6;6;6;5;6;5;5;5;6;6;6;5;6;6;3;4;4;4;4;4;1;3;3;4;4;4;4;5;6;5;5;6;6;1
287;7;Normalista;5;4;5;6;5;5;5;5;5;1;6;6;4;5;4;4;6;6;5;5;6;6;6;5;5;5;5;1;2;2;1;2;4;1;4;4;4;4;4;3;4;3;4;4;4;4;4;5;5;6;5;6;5;3
288;7;Normalista;6;5;5;6;5;6;4;5;6;1;6;5;5;3;1;2;5;6;6;6;3;1;5;5;6;5;2;2;5;1;1;6;6;1;3;4;4;4;4;4;4;4;4;3;4;3;4;6;4;6;6;6;6;3
289;7;Normalista;4;5;4;5;5;5;4;3;2;1;4;4;1;3;2;4;4;6;6;6;5;5;4;4;5;5;2;3;4;5;6;6;6;5;4;4;3;3;4;3;3;4;3;4;3;4;3;3;4;4;4;6;6;1
290;7;Normalista;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;5;5;5;5;3
291;7;Normalista;6;6;5;5;6;2;5;2;5;1;5;5;5;5;2;4;6;1;6;3;6;1;6;4;1;3;2;5;1;1;1;5;4;4;4;4;3;3;4;3;4;4;3;4;4;3;4;6;5;5;4;5;6;4
292;7;Normalista;4;4;4;4;4;4;4;4;4;1;4;4;3;4;5;3;4;5;4;4;4;1;4;4;4;4;3;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;4;4;4;3
293;7;Normalista;6;6;6;6;6;6;6;6;6;1;6;6;4;6;4;5;6;6;6;6;5;5;5;6;6;5;4;5;6;6;1;5;6;4;4;4;4;4;3;4;4;4;3;4;4;4;4;6;5;6;6;6;6;4
294;7;Normalista;2;1;6;1;3;3;1;3;3;1;3;2;3;3;3;5;4;4;3;3;6;1;3;3;3;3;4;5;4;5;6;3;1;5;3;2;2;2;2;3;3;3;3;1;3;2;2;1;3;3;3;2;2;3
295;7;Normalista;4;4;5;4;5;4;5;5;5;1;4;5;4;4;4;4;4;2;5;5;3;2;6;3;6;6;3;3;3;1;1;4;1;1;4;3;3;3;4;4;4;3;4;3;3;4;4;3;4;3;4;4;4;3
296;7;Normalista;4;3;3;4;4;3;3;4;1;1;2;4;3;4;3;4;2;4;6;3;4;3;3;2;4;2;3;4;3;4;2;3;2;4;2;3;2;3;2;3;3;1;3;1;4;2;3;2;3;5;4;3;4;3
297;7;Normalista;6;6;3;4;3;5;3;5;3;1;3;4;5;4;5;1;3;5;3;5;3;5;3;5;3;5;5;4;5;3;5;6;4;3;3;2;3;2;3;2;3;2;3;3;3;3;3;5;4;5;5;5;5;2
298;7;Normalista;5;1;4;3;6;3;5;5;4;1;5;5;4;4;5;5;5;4;4;5;4;5;5;5;6;5;3;3;4;2;2;5;5;4;4;3;3;4;4;4;3;3;3;4;4;3;3;5;5;5;4;5;5;3
299;7;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
300;7;Normalista;1;1;5;2;1;1;2;1;2;1;2;3;1;1;1;1;1;2;1;3;3;5;4;1;3;4;5;5;3;5;5;2;1;4;2;1;2;3;1;3;1;2;3;2;1;2;1;1;3;3;1;2;2;4
301;7;Normalista;2;3;2;2;2;1;3;1;1;1;1;1;2;3;5;4;2;3;1;1;3;1;1;2;2;3;4;4;3;4;3;3;1;2;2;2;2;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;3
302;7;Normalista;3;3;3;2;2;3;1;6;6;1;6;6;1;6;1;1;1;1;5;1;6;6;3;3;1;1;1;1;2;1;1;4;1;1;4;3;4;1;1;2;4;4;4;4;4;1;4;1;1;1;1;1;1;1
303;7;Normalista;4;2;1;1;3;1;2;4;4;1;1;1;3;2;4;1;3;5;1;1;4;4;1;1;5;1;5;3;5;3;2;2;2;3;2;2;1;1;1;1;1;2;2;1;1;1;2;3;2;3;5;4;3;2
304;7;Normalista;4;4;4;4;5;4;4;4;4;1;5;5;2;1;2;1;3;2;2;1;4;1;2;3;3;3;3;2;3;3;2;3;2;2;1;1;2;2;1;1;2;1;1;1;2;3;2;1;1;2;1;2;1;2
305;7;Normalista;6;5;4;5;4;4;4;5;5;1;5;5;5;6;3;6;6;5;5;5;5;1;5;5;6;5;5;1;5;1;1;5;6;1;4;4;3;3;3;3;4;3;3;3;3;3;3;6;5;6;6;5;6;3
306;7;Normalista;5;6;4;6;6;5;5;6;5;1;5;6;5;6;4;5;6;5;6;5;6;4;6;5;6;5;5;6;5;5;6;4;6;5;3;1;4;3;3;3;3;4;3;3;4;3;4;6;5;5;1;6;5;2
307;7;Normalista;2;5;3;3;5;1;2;4;2;1;3;3;1;3;2;2;2;5;5;4;3;1;4;4;5;5;6;4;4;5;4;1;3;4;3;3;2;3;4;3;2;3;2;3;3;2;2;1;3;2;2;4;3;1
308;7;Normalista;6;6;6;6;6;6;6;6;6;1;6;6;4;4;2;2;5;1;6;6;6;6;6;6;6;6;1;3;4;1;1;4;5;2;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;6;6;6;3
309;7;Normalista;6;5;6;4;4;1;6;4;5;1;4;5;4;6;2;4;6;2;6;4;5;4;3;5;4;5;3;5;1;3;4;5;4;3;2;4;3;3;1;4;3;2;3;4;2;3;4;6;5;4;3;2;1;2
310;7;Normalista;2;2;2;2;2;3;3;2;3;1;3;2;2;3;4;3;2;3;2;2;3;3;3;3;3;2;4;4;4;4;4;4;3;3;2;2;1;2;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;3
311;7;Normalista;5;4;5;6;6;6;5;6;5;1;6;6;3;6;1;3;6;4;6;6;5;5;4;6;6;6;5;4;4;3;2;6;6;6;4;3;2;3;4;2;2;2;1;3;4;1;4;6;5;4;4;5;5;3
312;7;Normalista;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;3;4;3;4;3;3;3;3;3;3;4;3;3;3;3;3;3;4;4;4;4;3;4;3
314;7;Normalista;2;4;3;4;3;3;1;1;3;1;1;2;4;1;4;4;1;3;1;1;4;4;3;2;1;1;4;4;3;5;5;3;2;5;2;1;1;2;1;1;1;1;2;2;2;2;2;1;1;1;2;1;1;4
315;7;Normalista;5;4;6;4;5;6;5;6;5;1;5;6;5;5;4;6;4;5;6;4;6;5;4;6;5;6;5;4;6;5;6;5;6;5;4;1;3;1;4;3;4;3;3;4;3;4;4;5;6;6;5;6;6;2
316;7;Normalista;1;1;2;1;1;2;1;1;1;1;1;2;1;1;2;2;2;1;1;1;1;2;2;1;1;2;1;1;2;2;2;2;1;1;1;2;2;2;1;1;1;1;1;2;1;2;2;1;2;2;2;1;2;1
317;7;Normalista;1;3;2;1;1;1;1;1;1;1;1;1;5;3;1;3;1;2;2;1;2;1;2;2;1;2;3;3;3;4;6;3;1;3;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;3
318;7;Normalista;1;1;5;4;1;1;1;1;1;1;1;1;4;3;4;3;1;6;1;2;4;6;2;4;3;2;4;5;4;5;5;5;3;5;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;2;3
319;7;Normalista;2;5;5;5;5;5;5;5;5;1;5;5;5;5;2;5;6;6;6;2;5;5;5;5;5;5;1;1;1;1;1;1;5;1;3;3;3;3;2;4;2;3;1;3;3;1;3;5;1;4;5;5;5;3
320;7;Normalista;2;2;3;3;1;1;2;1;2;1;2;2;3;3;5;5;2;5;2;2;4;5;2;2;2;2;5;5;5;5;6;2;6;6;2;2;2;2;1;3;3;3;3;3;3;4;4;5;6;6;6;6;6;2
321;7;Normalista;2;4;4;3;3;4;3;2;5;1;3;5;3;4;2;1;4;4;4;3;5;3;5;4;3;3;2;4;3;3;3;4;3;4;2;2;1;3;3;2;3;3;2;3;2;3;2;2;3;4;4;3;3;2
322;7;Normalista;6;6;5;5;6;4;4;4;5;1;5;6;5;6;5;1;4;4;6;5;5;4;5;5;6;5;2;1;3;3;1;4;6;5;4;4;4;3;4;4;3;3;3;3;4;4;3;5;6;4;5;5;5;4
323;7;Normalista;1;1;3;6;1;1;4;1;6;1;2;6;1;3;6;2;1;6;1;3;5;2;1;4;1;4;1;3;2;6;1;3;6;1;1;3;3;1;3;1;1;3;2;4;2;1;4;1;6;1;2;3;6;3
324;7;Normalista;4;1;6;4;6;4;4;4;6;1;6;6;3;6;1;4;6;4;4;4;6;1;6;1;6;6;1;6;5;2;5;5;5;5;3;3;3;4;4;4;4;4;3;3;4;4;4;5;4;6;6;6;6;4
325;7;Normalista;5;5;4;5;6;6;5;5;4;1;5;6;3;5;3;1;4;4;5;4;4;2;1;3;3;4;2;2;3;2;1;5;5;3;3;4;4;3;4;3;4;4;3;4;4;3;4;4;4;4;3;4;2;3
326;7;Normalista;3;4;6;5;3;5;5;6;6;1;6;6;2;3;2;4;5;3;6;6;4;3;6;5;6;6;1;2;2;2;2;3;4;4;2;3;3;2;3;3;3;3;2;3;3;3;4;5;4;5;4;5;5;3
327;7;Normalista;5;3;6;6;6;6;6;3;3;1;3;6;1;4;3;1;3;4;3;4;4;6;5;5;5;5;2;4;1;1;1;3;6;1;4;4;4;4;4;4;3;3;2;2;3;4;2;6;4;6;6;6;6;3
1129;7;Normalista;1;2;3;4;5;5;5;4;5;1;4;5;4;5;5;4;4;4;4;5;5;3;3;5;3;3;4;4;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;5;4;4;5;5;4;3
329;7;Normalista;5;1;2;6;4;5;5;5;4;1;6;6;1;6;1;4;5;5;5;6;5;2;3;5;4;6;3;1;3;1;2;6;5;2;4;4;4;4;4;4;4;3;4;4;4;4;4;6;4;6;6;6;6;4
330;7;Normalista;1;1;2;3;2;3;3;2;3;1;3;2;4;2;5;6;1;5;2;2;4;6;3;4;2;2;5;4;4;4;4;3;3;3;1;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;3;2;2;3
331;7;Normalista;4;4;4;3;3;3;6;6;4;1;5;5;4;4;2;3;4;4;3;4;4;3;3;4;5;5;3;4;4;3;3;4;5;3;3;3;3;3;4;3;3;4;3;3;3;4;4;4;4;4;3;4;5;3
332;7;Normalista;1;2;2;2;2;5;2;4;2;1;1;2;3;3;5;4;3;3;2;4;4;5;2;2;1;2;5;4;3;5;5;2;2;5;2;2;2;2;2;1;1;2;3;2;2;1;1;3;2;2;2;3;2;3
333;7;Normalista;5;6;5;5;4;4;3;3;1;1;3;3;1;5;2;2;4;1;3;1;3;1;5;4;4;5;2;2;2;3;1;2;3;2;2;4;3;2;2;3;4;4;3;2;1;1;3;4;5;4;4;5;5;3
334;7;Normalista;6;5;4;5;6;5;6;6;4;1;6;6;3;6;3;4;6;3;6;6;3;3;5;4;5;6;3;3;3;1;1;2;3;3;3;3;2;2;4;3;3;3;2;3;2;4;2;5;3;5;6;6;6;3
335;7;Normalista;1;3;2;5;1;6;4;3;2;1;2;3;3;2;6;6;1;1;1;2;4;2;2;6;2;4;6;4;3;6;6;1;3;4;1;2;1;2;1;2;1;3;1;1;1;1;2;2;3;1;1;1;1;3
336;7;Normalista;5;6;2;2;6;3;6;1;5;1;6;6;4;6;2;1;6;2;6;6;6;1;6;4;5;6;3;4;5;1;2;3;4;1;4;3;4;3;4;4;3;2;4;3;4;4;4;6;4;5;6;6;6;3
337;7;Normalista;1;1;2;2;1;1;1;2;1;1;1;1;2;2;3;3;2;1;1;2;1;4;1;3;3;2;2;3;2;2;3;2;3;2;2;3;3;3;4;4;3;3;2;3;2;4;2;3;3;4;3;4;3;2
338;7;Normalista;5;5;3;4;4;3;3;4;4;1;5;5;5;5;2;3;4;3;4;5;4;2;5;4;4;4;4;3;3;1;3;4;4;3;3;3;3;3;2;2;2;3;2;3;2;3;3;4;5;5;4;4;5;3
339;7;Normalista;3;4;2;4;2;3;3;2;3;1;2;2;3;2;3;3;1;2;2;2;3;3;2;2;1;2;2;2;2;2;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3
340;7;Normalista;5;6;6;6;6;4;6;4;5;1;6;6;4;6;4;4;6;4;6;4;4;1;6;5;5;6;1;6;3;5;2;3;6;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6;5;5;5;5;5;3
341;7;Normalista;6;6;6;6;6;6;6;6;5;1;6;6;4;6;2;5;4;5;5;5;5;4;6;5;5;6;4;5;4;4;4;4;5;5;3;3;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;2
342;7;Normalista;6;6;1;1;6;2;6;5;6;1;6;1;6;5;4;2;5;5;5;5;5;3;3;4;4;3;6;3;4;3;1;1;6;6;4;3;4;3;4;3;3;3;4;4;4;4;3;1;4;4;4;4;4;3
343;7;Normalista;2;1;2;2;6;1;2;2;2;1;1;1;2;2;2;5;2;6;3;2;4;6;1;3;1;1;5;2;5;3;6;3;3;6;1;1;1;2;1;1;1;2;2;2;2;2;3;1;3;2;3;2;2;3
344;7;Normalista;1;1;1;1;1;2;1;1;1;1;1;1;1;1;5;3;1;3;1;1;1;4;1;4;1;1;2;3;4;1;5;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;3
345;7;Normalista;3;2;3;1;2;5;6;1;6;1;5;6;4;3;2;2;2;2;5;4;3;2;2;3;1;2;2;3;4;3;3;3;5;5;3;3;3;4;4;4;4;4;3;3;4;4;4;3;3;3;4;4;4;3
346;7;Normalista;4;5;6;6;6;6;5;6;5;1;4;6;4;6;1;1;6;2;6;6;6;4;4;4;3;5;1;1;1;1;1;2;3;1;3;3;4;3;4;3;4;3;3;4;4;3;3;5;2;5;5;6;6;3
347;7;Normalista;6;6;1;3;1;1;6;4;3;1;6;6;5;1;1;1;1;1;4;6;6;6;6;6;6;6;1;3;1;1;1;6;6;1;4;3;4;4;4;4;4;3;1;3;4;4;4;6;6;6;6;6;6;4
348;7;Normalista;6;6;5;5;6;6;6;6;5;1;5;5;4;3;2;4;5;3;6;5;4;2;5;5;6;5;2;2;2;2;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;4;5;5;5;5;3
349;7;Normalista;4;6;5;6;6;6;5;6;4;1;6;4;5;4;1;4;5;4;6;6;1;1;6;4;6;5;2;3;4;4;1;3;5;5;3;3;3;3;4;4;4;4;3;2;2;2;1;6;6;6;5;6;6;3
350;7;Normalista;5;5;5;5;5;5;4;4;4;1;4;5;4;3;4;4;4;4;4;4;4;4;4;5;5;5;4;5;4;4;5;5;5;4;3;3;2;3;3;3;3;3;3;3;2;3;3;5;5;5;4;4;5;4
351;7;Normalista;4;6;5;4;5;6;4;4;6;1;5;6;2;3;2;4;5;4;6;6;1;2;6;5;6;6;2;3;3;1;1;3;4;4;3;2;2;3;3;2;2;1;2;2;3;3;3;4;3;3;4;4;5;2
352;7;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
353;8;Normalista;5;1;6;6;1;5;5;6;5;1;5;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;5;1;2;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;4
354;8;Normalista;1;4;6;6;4;5;4;5;5;1;4;5;2;3;2;3;4;4;3;5;4;1;6;5;6;4;1;3;4;3;1;4;6;1;3;4;3;4;2;3;3;3;2;2;4;4;3;4;5;5;5;5;5;3
355;8;Normalista;4;4;6;6;6;5;4;4;5;1;6;6;3;3;6;3;4;2;4;6;1;1;4;4;4;4;1;4;4;2;1;5;4;1;3;4;4;4;4;4;4;4;4;4;4;4;4;6;6;6;6;6;6;3
356;8;Normalista;4;4;6;6;1;5;4;1;5;1;6;6;4;1;5;2;2;1;6;6;4;3;4;3;6;6;3;3;2;2;1;4;4;2;4;3;4;3;3;3;4;3;4;4;4;4;4;6;4;4;3;5;5;3
357;8;Normalista;3;6;6;5;3;4;5;5;6;1;6;5;6;6;4;4;6;5;6;5;3;1;6;5;6;5;2;4;6;4;4;5;6;5;4;3;4;3;4;3;3;3;2;3;3;3;4;6;4;4;3;3;3;2
358;8;Normalista;4;4;5;5;5;5;5;5;4;1;1;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4
359;8;Normalista;6;5;1;6;6;6;6;6;6;1;6;6;4;1;6;1;3;3;4;5;1;1;6;6;6;6;1;1;1;1;1;6;3;1;3;4;4;3;4;4;4;4;3;3;4;4;4;5;5;5;5;5;5;2
360;8;Normalista;1;1;2;1;2;1;2;2;1;1;2;1;1;3;2;1;2;1;1;1;1;1;1;2;2;2;4;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;3
361;8;Normalista;6;6;4;4;6;4;6;4;4;1;6;6;6;3;4;4;4;6;6;6;5;5;5;5;6;6;3;3;4;1;2;3;5;1;4;4;4;4;4;4;4;4;4;3;3;4;4;6;4;4;4;4;4;3
362;8;Normalista;2;3;5;4;3;5;4;5;6;1;6;5;3;3;3;3;5;3;5;5;2;2;4;5;5;5;3;2;4;2;1;5;4;1;3;3;4;4;2;3;4;4;4;4;4;4;4;5;5;5;5;5;5;3
363;8;Normalista;4;2;5;5;2;4;3;5;4;1;3;6;1;1;1;3;3;3;4;6;4;1;5;4;6;6;3;1;2;1;1;1;1;1;4;4;4;4;3;3;4;3;2;4;4;4;4;6;6;5;1;6;6;3
364;8;Normalista;6;5;1;6;6;6;6;6;6;1;6;6;1;1;1;3;3;3;3;3;4;3;3;3;3;3;6;5;5;5;6;5;6;5;3;3;4;4;3;4;3;3;3;4;4;4;4;4;1;3;3;3;2;3
365;8;Normalista;4;6;6;6;2;5;3;6;6;1;5;5;3;4;1;3;2;2;6;6;1;1;3;4;5;3;3;5;3;1;2;3;6;1;3;4;3;3;4;3;4;3;1;4;4;2;2;3;5;4;4;5;6;2
366;8;Normalista;5;5;1;1;3;1;3;1;3;1;3;3;6;6;5;6;6;6;1;1;4;1;4;1;1;1;6;6;6;6;6;4;3;6;2;2;1;1;1;1;1;1;1;1;1;1;1;2;3;1;1;1;1;3
367;8;Normalista;5;4;6;5;6;5;5;6;6;1;5;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;3;4;5;3;1;5;4;4;1;1;3;3;4;4;4;3;4;4;4;4;1;1;1;1;1;1;3
368;8;Normalista;2;2;2;2;2;2;2;2;1;1;1;1;3;4;5;4;1;1;1;1;2;4;2;2;1;1;4;3;3;4;5;3;1;2;1;1;1;1;2;1;1;2;2;1;1;1;1;1;2;1;1;1;1;3
369;8;Normalista;5;4;6;6;5;5;6;5;6;1;5;6;2;4;4;4;4;2;5;5;5;6;5;5;5;5;2;2;3;2;1;6;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;6;5;6;5;6;6;3
370;8;Normalista;4;4;4;4;3;4;4;4;4;1;3;4;3;3;2;2;3;2;6;3;3;3;6;4;3;5;2;3;2;1;1;1;1;1;4;3;3;3;2;4;3;4;3;3;3;3;2;3;4;3;4;4;4;4
371;8;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
372;8;Normalista;5;6;5;5;5;5;5;5;5;1;5;5;3;1;1;2;1;1;6;6;1;4;6;6;1;6;2;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;3
373;8;Normalista;2;3;6;6;5;4;4;5;6;1;5;6;3;4;2;2;5;1;6;4;3;1;6;4;5;6;1;3;5;1;2;6;6;5;3;4;3;2;4;4;3;1;1;3;3;4;4;6;6;4;5;6;6;3
374;8;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
375;8;Normalista;3;5;5;5;4;4;5;4;3;1;3;3;2;4;2;4;3;3;3;3;3;1;1;1;5;5;4;4;5;1;1;5;2;1;3;2;3;3;1;3;4;1;4;3;3;4;4;6;6;6;6;6;6;4
376;8;Normalista;4;4;5;5;2;5;2;6;6;1;6;4;2;4;4;2;6;3;6;6;2;1;6;6;6;6;1;1;6;1;1;6;6;1;3;3;4;4;4;4;4;4;3;4;4;4;4;3;5;5;5;5;5;4
377;8;Normalista;6;6;1;1;1;1;6;1;5;1;2;2;6;6;6;6;4;3;1;1;3;6;4;1;1;1;2;5;5;6;6;6;5;6;1;1;1;1;2;1;1;2;1;1;1;1;1;1;2;2;2;2;2;1
378;8;Normalista;5;6;6;5;6;2;3;6;2;1;6;5;3;4;3;4;3;4;3;4;3;4;3;4;4;4;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;4;4;4;4;3
379;8;Normalista;3;5;1;1;2;2;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;3
380;8;Normalista;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;1;2;1;2;1;1;2;1;2;1;1;2;2;1;2;1;2;1;2;2;1;2;1;2;2;2;2;1;2;1;2;1;1;3
381;8;Normalista;1;3;5;6;4;5;3;6;6;1;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
382;8;Normalista;3;3;6;6;5;5;5;6;6;1;6;6;3;3;3;3;3;3;4;4;4;3;4;4;3;4;3;3;4;3;2;4;4;2;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;6;6;4
383;8;Normalista;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
384;8;Normalista;6;6;6;6;4;6;5;6;6;1;5;5;3;3;6;4;4;2;6;6;1;1;6;6;5;6;3;3;3;1;1;6;2;1;4;4;4;4;4;4;4;3;3;3;4;4;4;6;6;6;6;6;6;3
385;8;Normalista;4;2;6;6;4;4;4;5;4;1;2;2;2;2;2;2;4;2;6;6;4;1;5;5;5;5;4;3;3;2;2;2;2;2;3;3;4;4;3;4;4;4;3;3;4;3;3;5;5;4;4;5;5;3
